NWS-IDP-PROD-4234543-3573951!&GonzalesTX,Gonzales,TX,Severe Thunderstorm Warning issued May 24 at 11:12PM CDT until May 25 at 12:00AM CDT by NWS Austin/San Antonio TX,2020-05-24 22:12:00-06,2020-05-24 23:00:00-06,1240484,,
NWS-IDP-PROD-4234535-3573949!&ThomasKS,Thomas,KS,Flash Flood Warning issued May 24 at 11:05PM CDT until May 25 at 1:00AM CDT by NWS Goodland KS,2020-05-24 22:05:00-06,2020-05-25 00:00:00-06,1240485,,
NWS-IDP-PROD-4234529-3573943!&PhillipsKS,Phillips,KS,Flood Warning issued May 24 at 11:01PM CDT until May 25 at 11:00AM CDT by NWS Hastings NE,2020-05-24 22:01:00-06,2020-05-25 10:00:00-06,1240486,,
NWS-IDP-PROD-4234494-3573928!&LincolnKS,Lincoln,KS,Flash Flood Warning issued May 24 at 10:50PM CDT until May 25 at 2:45AM CDT by NWS Wichita KS,2020-05-24 21:50:00-06,2020-05-25 01:45:00-06,1240487,,
NWS-IDP-PROD-4234494-3573928!&EllsworthKS,Ellsworth,KS,Flash Flood Warning issued May 24 at 10:50PM CDT until May 25 at 2:45AM CDT by NWS Wichita KS,2020-05-24 21:50:00-06,2020-05-25 01:45:00-06,1240488,,
NWS-IDP-PROD-4234494-3573928!&SalineKS,Saline,KS,Flash Flood Warning issued May 24 at 10:50PM CDT until May 25 at 2:45AM CDT by NWS Wichita KS,2020-05-24 21:50:00-06,2020-05-25 01:45:00-06,1240489,,
NWS-IDP-PROD-4234463-3573912!&DickinsonKS,Dickinson,KS,Flash Flood Warning issued May 24 at 10:41PM CDT until May 25 at 2:45AM CDT by NWS Topeka KS,2020-05-24 21:41:00-06,2020-05-25 01:45:00-06,1240490,,
NWS-IDP-PROD-4234464-3573913!&WillacyTX,Willacy,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240491,,
NWS-IDP-PROD-4234464-3573913!&CameronTX,Cameron,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240492,,
NWS-IDP-PROD-4234464-3573913!&KenedyTX,Kenedy,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240493,,
NWS-IDP-PROD-4234466-3573916!&BrooksTX,Brooks,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240494,,
NWS-IDP-PROD-4234466-3573916!&ZapataTX,Zapata,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240495,,
NWS-IDP-PROD-4234464-3573913!&HidalgoTX,Hidalgo,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240496,,
NWS-IDP-PROD-4234466-3573916!&StarrTX,Starr,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240497,,
NWS-IDP-PROD-4234466-3573916!&Jim HoggTX,Jim Hogg,TX,Severe Thunderstorm Watch issued May 24 at 10:41PM CDT until May 25 at 6:00AM CDT by NWS Brownsville TX,2020-05-24 21:41:00-06,2020-05-25 05:00:00-06,1240498,,
NWS-IDP-PROD-4234438-3573891!&StoddardMO,Stoddard,MO,Flash Flood Warning issued May 24 at 10:26PM CDT until May 25 at 1:30AM CDT by NWS Paducah KY,2020-05-24 21:26:00-06,2020-05-25 00:30:00-06,1240499,,
NWS-IDP-PROD-4234366-3573831!&LincolnKS,Lincoln,KS,Flood Warning issued May 24 at 9:51PM CDT until May 25 at 9:45AM CDT by NWS Wichita KS,2020-05-24 20:51:00-06,2020-05-25 08:45:00-06,1240500,,
NWS-IDP-PROD-4234366-3573831!&SalineKS,Saline,KS,Flood Warning issued May 24 at 9:51PM CDT until May 25 at 9:45AM CDT by NWS Wichita KS,2020-05-24 20:51:00-06,2020-05-25 08:45:00-06,1240501,,
NWS-IDP-PROD-4234438-3573891!&BollingerMO,Bollinger,MO,Flash Flood Warning issued May 24 at 10:26PM CDT until May 25 at 1:30AM CDT by NWS Paducah KY,2020-05-24 21:26:00-06,2020-05-25 00:30:00-06,1240502,,
NWS-IDP-PROD-4234366-3573831!&EllsworthKS,Ellsworth,KS,Flood Warning issued May 24 at 9:51PM CDT until May 25 at 9:45AM CDT by NWS Wichita KS,2020-05-24 20:51:00-06,2020-05-25 08:45:00-06,1240503,,
NWS-IDP-PROD-4234366-3573831!&RussellKS,Russell,KS,Flood Warning issued May 24 at 9:51PM CDT until May 25 at 9:45AM CDT by NWS Wichita KS,2020-05-24 20:51:00-06,2020-05-25 08:45:00-06,1240504,,
NWS-IDP-PROD-4234304-3573788!&HaysTX,Hays,TX,Flash Flood Warning issued May 24 at 9:30PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:30:00-06,2020-05-24 23:30:00-06,1240505,,
NWS-IDP-PROD-4234304-3573788!&GillespieTX,Gillespie,TX,Flash Flood Warning issued May 24 at 9:30PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:30:00-06,2020-05-24 23:30:00-06,1240506,,
NWS-IDP-PROD-4234304-3573788!&ComalTX,Comal,TX,Flash Flood Warning issued May 24 at 9:30PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:30:00-06,2020-05-24 23:30:00-06,1240507,,
NWS-IDP-PROD-4234304-3573788!&BlancoTX,Blanco,TX,Flash Flood Warning issued May 24 at 9:30PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:30:00-06,2020-05-24 23:30:00-06,1240508,,
NWS-IDP-PROD-4234304-3573788!&BurnetTX,Burnet,TX,Flash Flood Warning issued May 24 at 9:30PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:30:00-06,2020-05-24 23:30:00-06,1240509,,
NWS-IDP-PROD-4234304-3573788!&TravisTX,Travis,TX,Flash Flood Warning issued May 24 at 9:30PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:30:00-06,2020-05-24 23:30:00-06,1240510,,
NWS-IDP-PROD-4234304-3573788!&LlanoTX,Llano,TX,Flash Flood Warning issued May 24 at 9:30PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:30:00-06,2020-05-24 23:30:00-06,1240511,,
NWS-IDP-PROD-4234270-3573765!&ComalTX,Comal,TX,Flash Flood Warning issued May 24 at 9:19PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:19:00-06,2020-05-24 23:30:00-06,1240512,,
NWS-IDP-PROD-4234270-3573765!&BlancoTX,Blanco,TX,Flash Flood Warning issued May 24 at 9:19PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:19:00-06,2020-05-24 23:30:00-06,1240513,,
NWS-IDP-PROD-4234270-3573765!&KendallTX,Kendall,TX,Flash Flood Warning issued May 24 at 9:19PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:19:00-06,2020-05-24 23:30:00-06,1240514,,
NWS-IDP-PROD-4234270-3573765!&BexarTX,Bexar,TX,Flash Flood Warning issued May 24 at 9:19PM CDT until May 25 at 12:30AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:19:00-06,2020-05-24 23:30:00-06,1240515,,
NWS-IDP-PROD-4234207-3573727!&San PatricioTX,San Patricio,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240516,,
NWS-IDP-PROD-4234207-3573727!&Live OakTX,Live Oak,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240517,,
NWS-IDP-PROD-4234207-3573727!&VictoriaTX,Victoria,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240518,,
NWS-IDP-PROD-4234207-3573727!&Jim WellsTX,Jim Wells,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240519,,
NWS-IDP-PROD-4234207-3573727!&KlebergTX,Kleberg,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240520,,
NWS-IDP-PROD-4234207-3573727!&RefugioTX,Refugio,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240521,,
NWS-IDP-PROD-4234207-3573727!&BeeTX,Bee,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240522,,
NWS-IDP-PROD-4234207-3573727!&GoliadTX,Goliad,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240523,,
NWS-IDP-PROD-4234207-3573727!&NuecesTX,Nueces,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240524,,
NWS-IDP-PROD-4234207-3573727!&AransasTX,Aransas,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240525,,
NWS-IDP-PROD-4234207-3573727!&CalhounTX,Calhoun,TX,Severe Thunderstorm Watch issued May 24 at 9:06PM CDT until May 25 at 4:00AM CDT by NWS Corpus Christi TX,2020-05-24 20:06:00-06,2020-05-25 03:00:00-06,1240526,,
NWS-IDP-PROD-4234195-3573725!&JacksonTX,Jackson,TX,Severe Thunderstorm Watch issued May 24 at 9:05PM CDT until May 25 at 4:00AM CDT by NWS Houston/Galveston TX,2020-05-24 20:05:00-06,2020-05-25 03:00:00-06,1240527,,
NWS-IDP-PROD-4234190-3573721!&BexarTX,Bexar,TX,Flash Flood Warning issued May 24 at 9:03PM CDT until May 25 at 12:15AM CDT by NWS Austin/San Antonio TX,2020-05-24 20:03:00-06,2020-05-24 23:15:00-06,1240528,,
NWS-IDP-PROD-4234146-3573695!&MarshallKS,Marshall,KS,Flood Warning issued May 24 at 8:48PM CDT until May 28 at 1:00PM CDT by NWS Topeka KS,2020-05-25 02:30:00-06,2020-05-25 03:48:00-06,1240529,,
NWS-IDP-PROD-4234128-3573680!&LauderdaleTN,Lauderdale,TN,Flood Warning issued May 24 at 8:43PM CDT until June 2 at 1:00PM CDT by NWS Memphis TN,2020-05-31 06:00:00-06,2020-05-25 19:41:00-06,1240530,,
NWS-IDP-PROD-4234128-3573680!&TiptonTN,Tipton,TN,Flood Warning issued May 24 at 8:43PM CDT until June 2 at 1:00PM CDT by NWS Memphis TN,2020-05-31 06:00:00-06,2020-05-25 19:41:00-06,1240531,,
NWS-IDP-PROD-4234128-3573680!&MississippiAR,Mississippi,AR,Flood Warning issued May 24 at 8:43PM CDT until June 2 at 1:00PM CDT by NWS Memphis TN,2020-05-31 06:00:00-06,2020-05-25 19:41:00-06,1240532,,
NWS-IDP-PROD-4233436-3573197!&LincolnKS,Lincoln,KS,Severe Thunderstorm Watch issued May 24 at 5:37PM CDT until May 25 at 12:00AM CDT by NWS Wichita KS,2020-05-24 16:37:00-06,2020-05-24 23:00:00-06,1240533,,
NWS-IDP-PROD-4233436-3573197!&BartonKS,Barton,KS,Severe Thunderstorm Watch issued May 24 at 5:37PM CDT until May 25 at 12:00AM CDT by NWS Wichita KS,2020-05-24 16:37:00-06,2020-05-24 23:00:00-06,1240534,,
NWS-IDP-PROD-4233436-3573197!&RenoKS,Reno,KS,Severe Thunderstorm Watch issued May 24 at 5:37PM CDT until May 25 at 12:00AM CDT by NWS Wichita KS,2020-05-24 16:37:00-06,2020-05-24 23:00:00-06,1240535,,
NWS-IDP-PROD-4233436-3573197!&RussellKS,Russell,KS,Severe Thunderstorm Watch issued May 24 at 5:37PM CDT until May 25 at 12:00AM CDT by NWS Wichita KS,2020-05-24 16:37:00-06,2020-05-24 23:00:00-06,1240536,,
NWS-IDP-PROD-4233436-3573197!&RiceKS,Rice,KS,Severe Thunderstorm Watch issued May 24 at 5:37PM CDT until May 25 at 12:00AM CDT by NWS Wichita KS,2020-05-24 16:37:00-06,2020-05-24 23:00:00-06,1240537,,
NWS-IDP-PROD-4233436-3573197!&EllsworthKS,Ellsworth,KS,Severe Thunderstorm Watch issued May 24 at 5:37PM CDT until May 25 at 12:00AM CDT by NWS Wichita KS,2020-05-24 16:37:00-06,2020-05-24 23:00:00-06,1240538,,
NWS-IDP-PROD-4233430-3573193!&SmithKS,Smith,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240539,,
NWS-IDP-PROD-4233430-3573193!&WebsterNE,Webster,NE,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240540,,
NWS-IDP-PROD-4233430-3573193!&RooksKS,Rooks,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240541,,
NWS-IDP-PROD-4233430-3573193!&ClayNE,Clay,NE,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240542,,
NWS-IDP-PROD-4233430-3573193!&OsborneKS,Osborne,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240543,,
NWS-IDP-PROD-4233430-3573193!&PhillipsKS,Phillips,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240544,,
NWS-IDP-PROD-4233430-3573193!&ThayerNE,Thayer,NE,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240545,,
NWS-IDP-PROD-4233430-3573193!&JewellKS,Jewell,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240546,,
NWS-IDP-PROD-4233430-3573193!&FillmoreNE,Fillmore,NE,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240547,,
NWS-IDP-PROD-4234716-3574066!&RiceKS,Rice,KS,Flood Warning issued May 25 at 1:20AM CDT until May 25 at 10:15AM CDT by NWS Wichita KS,2020-05-25 00:20:00-06,2020-05-25 09:15:00-06,1240624,,
NWS-IDP-PROD-4233430-3573193!&MitchellKS,Mitchell,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240548,,
NWS-IDP-PROD-4233433-3573195!&EdwardsKS,Edwards,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240549,,
NWS-IDP-PROD-4233430-3573193!&NuckollsNE,Nuckolls,NE,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Hastings NE,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240550,,
NWS-IDP-PROD-4233433-3573195!&ClarkKS,Clark,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240551,,
NWS-IDP-PROD-4233433-3573195!&NessKS,Ness,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240552,,
NWS-IDP-PROD-4233433-3573195!&GrayKS,Gray,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240553,,
NWS-IDP-PROD-4233433-3573195!&EllisKS,Ellis,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240554,,
NWS-IDP-PROD-4233433-3573195!&PrattKS,Pratt,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240555,,
NWS-IDP-PROD-4233433-3573195!&HodgemanKS,Hodgeman,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240556,,
NWS-IDP-PROD-4233433-3573195!&GrantKS,Grant,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240557,,
NWS-IDP-PROD-4233433-3573195!&TregoKS,Trego,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240558,,
NWS-IDP-PROD-4233433-3573195!&FordKS,Ford,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240559,,
NWS-IDP-PROD-4233433-3573195!&MeadeKS,Meade,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240560,,
NWS-IDP-PROD-4233433-3573195!&PawneeKS,Pawnee,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240561,,
NWS-IDP-PROD-4233433-3573195!&StevensKS,Stevens,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240562,,
NWS-IDP-PROD-4233433-3573195!&LaneKS,Lane,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240563,,
NWS-IDP-PROD-4233433-3573195!&MortonKS,Morton,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240564,,
NWS-IDP-PROD-4233433-3573195!&HaskellKS,Haskell,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240565,,
NWS-IDP-PROD-4233433-3573195!&ComancheKS,Comanche,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240566,,
NWS-IDP-PROD-4233433-3573195!&FinneyKS,Finney,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240567,,
NWS-IDP-PROD-4233433-3573195!&StantonKS,Stanton,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240568,,
NWS-IDP-PROD-4233433-3573195!&RushKS,Rush,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240569,,
NWS-IDP-PROD-4233433-3573195!&KiowaKS,Kiowa,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240570,,
NWS-IDP-PROD-4219902-3563516!&SpinkSD,Spink,SD,Flood Warning issued May 19 at 9:34AM CDT by NWS Aberdeen SD,2020-05-19 08:34:00-06,2020-05-25 12:33:00-06,1240571,,
NWS-IDP-PROD-4233433-3573195!&StaffordKS,Stafford,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240572,,
NWS-IDP-PROD-4233433-3573195!&SewardKS,Seward,KS,Severe Thunderstorm Watch issued May 24 at 5:36PM CDT until May 25 at 12:00AM CDT by NWS Dodge City KS,2020-05-24 16:36:00-06,2020-05-24 23:00:00-06,1240573,,
NWS-IDP-PROD-4219902-3563516!&BrownSD,Brown,SD,Flood Warning issued May 19 at 9:34AM CDT by NWS Aberdeen SD,2020-05-19 08:34:00-06,2020-05-25 12:33:00-06,1240574,,
NWS-IDP-PROD-4219900-3563514!&BrownSD,Brown,SD,Flood Warning issued May 19 at 9:34AM CDT by NWS Aberdeen SD,2020-05-19 08:34:00-06,2020-05-25 12:33:00-06,1240575,,
NWS-IDP-PROD-4234576-3573973!&GrahamKS,Graham,KS,Flash Flood Warning issued May 24 at 11:36PM CDT until May 25 at 1:30AM CDT by NWS Goodland KS,2020-05-24 22:36:00-06,2020-05-25 00:30:00-06,1240576,,
NWS-IDP-PROD-4234575-3573972!&San PatricioTX,San Patricio,TX,Severe Thunderstorm Warning issued May 24 at 11:36PM CDT until May 25 at 12:15AM CDT by NWS Corpus Christi TX,2020-05-24 22:36:00-06,2020-05-24 23:15:00-06,1240577,,
NWS-IDP-PROD-4234575-3573972!&Jim WellsTX,Jim Wells,TX,Severe Thunderstorm Warning issued May 24 at 11:36PM CDT until May 25 at 12:15AM CDT by NWS Corpus Christi TX,2020-05-24 22:36:00-06,2020-05-24 23:15:00-06,1240578,,
NWS-IDP-PROD-4234573-3573971!&McPhersonKS,McPherson,KS,Flood Warning issued May 24 at 11:35PM CDT until May 25 at 11:30AM CDT by NWS Wichita KS,2020-05-24 22:35:00-06,2020-05-25 10:30:00-06,1240579,,
NWS-IDP-PROD-4234573-3573971!&EllsworthKS,Ellsworth,KS,Flood Warning issued May 24 at 11:35PM CDT until May 25 at 11:30AM CDT by NWS Wichita KS,2020-05-24 22:35:00-06,2020-05-25 10:30:00-06,1240580,,
NWS-IDP-PROD-4234575-3573972!&NuecesTX,Nueces,TX,Severe Thunderstorm Warning issued May 24 at 11:36PM CDT until May 25 at 12:15AM CDT by NWS Corpus Christi TX,2020-05-24 22:36:00-06,2020-05-24 23:15:00-06,1240581,,
NWS-IDP-PROD-4234573-3573971!&SalineKS,Saline,KS,Flood Warning issued May 24 at 11:35PM CDT until May 25 at 11:30AM CDT by NWS Wichita KS,2020-05-24 22:35:00-06,2020-05-25 10:30:00-06,1240582,,
